Issue key,Issue id,Project Manager,Assignee,Status,Priority,Team Leader,Worker,Product Impact,Epic Link,Marketing Need,Business Impact,Customer Interest
SLE-19728,487403,#N/A,hreinecke,Rejected,Should Have,hreinecke,hreinecke,#N/A,SLE-19686,#N/A,#N/A,#N/A
SLE-19720,487395,holgisms,dkirjanov,Done,Must Have,hreinecke,dkirjanov,Medium,SLE-18971,#N/A,#N/A,#N/A
SLE-19718,487393,holgisms,dkirjanov,Open,Must Have,hreinecke,dkirjanov,Low,SLE-18972,#N/A,#N/A,#N/A
SLE-19716,487391,holgisms,lee_duncan,Done,Must Have,hreinecke,lee_duncan,Low,SLE-18973,#N/A,#N/A,#N/A
SLE-19712,487387,#N/A,#N/A,Rejected,Should Have,BenniBrunner,rwill,#N/A,SLE-19689,#N/A,#N/A,#N/A
SLE-19708,487383,holgisms,NMoreyChaisemartin,Done,Must Have,hreinecke,NMoreyChaisemartin,Low,SLE-18976,#N/A,#N/A,#N/A
SLE-19706,487381,holgisms,tsbogend,Open,Must Have,hreinecke,tsbogend,Medium,SLE-18977,#N/A,#N/A,#N/A
SLE-19704,487379,holgisms,dkirjanov,Done,Must Have,hreinecke,dkirjanov,Medium,SLE-18978,#N/A,#N/A,#N/A
SLE-19726,487401,holgisms,mwilck,Done,Must Have,hreinecke,mwilck,Medium,SLE-18968,#N/A,#N/A,#N/A
SLE-19724,487399,holgisms,lee_duncan,Done,Must Have,hreinecke,lee_duncan,Medium,SLE-18969,#N/A,#N/A,#N/A
SLE-19722,487397,holgisms,wagi,In Progress,Must Have,hreinecke,wagi,Medium,SLE-18970,#N/A,#N/A,#N/A
SLE-18461,483090,#N/A,jziviani,Open,Must Have,claudiofontana,jziviani,#N/A,SLE-18259,#N/A,#N/A,#N/A
SLE-18411,482907,#N/A,msmeissn,Planning,Must Have,smanolov,msmeissn,#N/A,SLE-18270,#N/A,#N/A,#N/A
SLE-18406,482902,#N/A,mgerstner,Done,Must Have,smanolov,mgerstner,#N/A,SLE-18269,#N/A,#N/A,#N/A
SLE-18387,482883,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18264,#N/A,#N/A,#N/A
SLE-18475,483105,#N/A,#N/A,Rejected,Must Have,claudiofontana,none,#N/A,SLE-18421,#N/A,#N/A,#N/A
SLE-18473,483103,#N/A,#N/A,In Progress,Must Have,claudiofontana,none,#N/A,SLE-18439,#N/A,#N/A,#N/A
SLE-18471,483101,#N/A,#N/A,Rejected,Must Have,claudiofontana,none,#N/A,SLE-18359,#N/A,#N/A,#N/A
SLE-18469,483099,#N/A,#N/A,Planning,Must Have,claudiofontana,none,#N/A,SLE-18355,#N/A,#N/A,#N/A
SLE-18467,483097,#N/A,aginies,Open,Must Have,claudiofontana,charlesa,#N/A,SLE-18262,#N/A,#N/A,#N/A
SLE-18465,483095,#N/A,aginies,In Progress,Must Have,claudiofontana,charlesa,#N/A,SLE-18261,#N/A,#N/A,#N/A
SLE-18463,483093,#N/A,aginies,Done,Must Have,claudiofontana,jfehlig,#N/A,SLE-18260,#N/A,#N/A,#N/A
SLE-19647,487164,#N/A,dspinella,Done,Must Have,kstreitova,#N/A,Low,SLE-17360,#N/A,#N/A,#N/A
SLE-19646,487160,#N/A,mwilck,In Progress,Must Have,hreinecke,mwilck,Medium,SLE-17360,#N/A,#N/A,#N/A
SLE-19644,487158,#N/A,#N/A,Planning,Must Have,ptesarik,#N/A,#N/A,SLE-17360,#N/A,#N/A,#N/A
SLE-19643,487157,#N/A,mkubecek,Open,Must Have,hreinecke,mkubecek,Medium,SLE-17360,#N/A,#N/A,#N/A
SLE-19642,487155,#N/A,dspinella,In Progress,Must Have,kstreitova,#N/A,Medium,SLE-17360,#N/A,#N/A,#N/A
SLE-19641,487154,#N/A,mkubecek,Open,Must Have,hreinecke,mkubecek,Medium,SLE-17360,#N/A,#N/A,#N/A
SLE-19639,487150,#N/A,colyli,Open,Must Have,hreinecke,colyli,Medium,SLE-17360,#N/A,#N/A,#N/A
SLE-19638,487149,#N/A,mwilck,In Progress,Must Have,hreinecke,mwilck,Medium,SLE-17360,#N/A,#N/A,#N/A
SLE-19637,487148,#N/A,lee_duncan,Open,Must Have,hreinecke,lee_duncan,Medium,SLE-17360,#N/A,#N/A,#N/A
SLE-19636,487146,#N/A,jankara,In Progress,Must Have,mgorman,#N/A,Low,SLE-17360,#N/A,#N/A,#N/A
SLE-19635,487144,#N/A,ailiopoulos,Done,Must Have,goldwynr,#N/A,Low,SLE-17360,#N/A,#N/A,#N/A
SLE-19634,487143,#N/A,goldwynr,In Progress,Must Have,goldwynr,#N/A,Medium,SLE-17360,#N/A,#N/A,#N/A
SLE-19631,487124,#N/A,psimons,In Progress,Should Have,kstreitova,psimons,Low,SLE-17861,#N/A,#N/A,#N/A
SLE-19627,487120,#N/A,#N/A,In Progress,Must Have,matz2,rguenther,Medium,SLE-19620,#N/A,#N/A,#N/A
SLE-19623,487112,#N/A,#N/A,Rejected,Could Have,mhocko,none,#N/A,SLE-19503,#N/A,#N/A,#N/A
SLE-19616,487104,#N/A,#N/A,Rejected,Could Have,mhocko,none,#N/A,SLE-19501,#N/A,#N/A,#N/A
SLE-19614,487102,#N/A,joeyli,Rejected,Could Have,joeyli,none,#N/A,SLE-19500,#N/A,#N/A,#N/A
SLE-19612,487100,#N/A,#N/A,Blocked,Could Have,mhocko,none,#N/A,SLE-19499,#N/A,#N/A,#N/A
SLE-19610,487098,#N/A,mvidner,Done,Must Have,locilka,none,Low,SLE-18631,#N/A,#N/A,#N/A
SLE-19608,487096,#N/A,#N/A,Planning,Must Have,ptesarik,none,#N/A,SLE-18449,#N/A,#N/A,#N/A
SLE-19604,487091,#N/A,#N/A,Rejected,Must Have,ptesarik,none,#N/A,SLE-18731,#N/A,#N/A,#N/A
SLE-19602,487089,#N/A,#N/A,Done,Must Have,sfent,markkp,Medium,SLE-18746,#N/A,#N/A,#N/A
SLE-19600,487074,#N/A,jones_tony,Rejected,Could Have,mgorman,none,Low,SLE-19498,#N/A,#N/A,#N/A
SLE-19598,487072,#N/A,#N/A,Rejected,Could Have,mhocko,none,#N/A,SLE-19496,#N/A,#N/A,#N/A
SLE-19596,487053,#N/A,#N/A,Planning,Could Have,ptesarik,none,#N/A,SLE-19495,#N/A,#N/A,#N/A
SLE-19592,486924,#N/A,#N/A,Planning,Could Have,#N/A,none,#N/A,SLE-18350,#N/A,#N/A,#N/A
SLE-19590,486922,#N/A,#N/A,Rejected,Could Have,ptesarik,none,#N/A,SLE-18936,#N/A,#N/A,#N/A
SLE-19587,486896,#N/A,joro,Done,Could Have,mhocko,none,#N/A,SLE-18930,#N/A,#N/A,#N/A
SLE-19582,486887,#N/A,bpetkov,Done,Could Have,mhocko,none,Low,SLE-18895,#N/A,#N/A,#N/A
SLE-19580,486881,#N/A,#N/A,Rejected,Could Have,mhocko,none,#N/A,SLE-18893,#N/A,#N/A,#N/A
SLE-19578,486877,#N/A,joeyli,Rejected,Could Have,joeyli,none,#N/A,SLE-18887,#N/A,#N/A,#N/A
SLE-19574,486873,#N/A,#N/A,Rejected,Could Have,#N/A,none,#N/A,SLE-18886,#N/A,#N/A,#N/A
SLE-19569,486866,#N/A,jirislaby,Done,Could Have,mhocko,none,#N/A,SLE-19450,#N/A,#N/A,#N/A
SLE-19565,486860,#N/A,sndirsch,Done,Could Have,ptesarik,none,#N/A,SLE-18743,#N/A,#N/A,#N/A
SLE-19552,486604,#N/A,xiaoguang_wang,Done,Must Have,yfjiang,none,Medium,SLE-17880,#N/A,#N/A,#N/A
SLE-19548,486600,#N/A,suntorytimed,Open,Must Have,Neyleah,none,#N/A,SLE-17804,#N/A,#N/A,#N/A
SLE-19544,486596,#N/A,yfjiang,Done,Should Have,yfjiang,none,High,SLE-17858,#N/A,#N/A,#N/A
SLE-19542,486594,#N/A,yfjiang,Open,Should Have,yfjiang,none,Low,SLE-17919,#N/A,#N/A,#N/A
SLE-19540,486592,#N/A,alarrosa,In Progress,Should Have,sreeves1,alarrosa,Low,SLE-18248,#N/A,#N/A,#N/A
SLE-19531,486577,#N/A,#N/A,Open,Could Have,claudiofontana,dfaggioli,#N/A,SLE-18736,#N/A,#N/A,#N/A
SLE-19529,486574,#N/A,#N/A,In Progress,Must Have,claudiofontana,#N/A,#N/A,SLE-17837,#N/A,#N/A,#N/A
SLE-19527,486572,#N/A,aginies,In Progress,Should Have,claudiofontana,vulyanov,#N/A,SLE-19371,#N/A,#N/A,#N/A
SLE-19508,486508,#N/A,bpetkov,Rejected,Could Have,mhocko,none,Medium,SLE-18933,#N/A,#N/A,#N/A
SLE-18729,484200,#N/A,sndirsch,Done,Must Have,ptesarik,none,#N/A,SLE-18630,#N/A,#N/A,#N/A
SLE-18727,484198,#N/A,msmeissn,Open,Must Have,smanolov,rfrohl,#N/A,SLE-18517,#N/A,#N/A,#N/A
SLE-18725,484196,#N/A,fbui,Done,Must Have,BenniBrunner,fbui,#N/A,SLE-18514,#N/A,#N/A,#N/A
SLE-18723,484194,#N/A,#N/A,Open,Must Have,claudiofontana,acho,#N/A,SLE-18447,#N/A,#N/A,#N/A
SLE-18721,484192,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18516,#N/A,#N/A,#N/A
SLE-18719,484190,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18635,#N/A,#N/A,#N/A
SLE-18717,484188,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18641,#N/A,#N/A,#N/A
SLE-18715,484186,#N/A,#N/A,Open,Must Have,claudiofontana,acho,#N/A,SLE-18640,#N/A,#N/A,#N/A
SLE-18713,484184,#N/A,dirkmueller,In Progress,Must Have,dirkmueller,none,#N/A,SLE-18639,#N/A,#N/A,#N/A
SLE-18711,484182,#N/A,#N/A,In Progress,Must Have,matz2,zxyyz,Low,SLE-18638,#N/A,#N/A,#N/A
SLE-18709,484180,#N/A,#N/A,In Progress,Must Have,matz2,matz2,Medium,SLE-18637,#N/A,#N/A,#N/A
SLE-18707,484178,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18636,#N/A,#N/A,#N/A
SLE-18705,484176,#N/A,ptesarik,In Progress,Must Have,ptesarik,ptesarik,#N/A,SLE-18634,#N/A,#N/A,#N/A
SLE-18703,484174,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18633,#N/A,#N/A,#N/A
SLE-18701,484172,#N/A,acho,Done,Must Have,claudiofontana,acho,#N/A,SLE-18452,#N/A,#N/A,#N/A
SLE-18699,484170,#N/A,ptesarik,Blocked,Must Have,ptesarik,ptesarik,#N/A,SLE-18451,#N/A,#N/A,#N/A
SLE-18697,484167,#N/A,#N/A,Open,Must Have,claudiofontana,acho,#N/A,SLE-18450,#N/A,#N/A,#N/A
SLE-18695,484165,#N/A,#N/A,Blocked,Must Have,claudiofontana,acho,#N/A,SLE-18448,#N/A,#N/A,#N/A
SLE-18693,484163,#N/A,jfehlig,Done,Must Have,claudiofontana,jfehlig,#N/A,SLE-18446,#N/A,#N/A,#N/A
SLE-18691,484161,#N/A,ptesarik,Done,Must Have,ptesarik,ptesarik,#N/A,SLE-18445,#N/A,#N/A,#N/A
SLE-18689,484159,#N/A,#N/A,Blocked,Must Have,claudiofontana,none,#N/A,SLE-18444,#N/A,#N/A,#N/A
SLE-18687,484155,#N/A,#N/A,Open,Must Have,claudiofontana,acho,#N/A,SLE-18443,#N/A,#N/A,#N/A
SLE-18685,484153,#N/A,#N/A,Blocked,Must Have,claudiofontana,none,#N/A,SLE-18442,#N/A,#N/A,#N/A
SLE-18683,484151,#N/A,#N/A,Blocked,Must Have,claudiofontana,none,#N/A,SLE-18366,#N/A,#N/A,#N/A
SLE-18681,484149,#N/A,#N/A,Blocked,Must Have,claudiofontana,none,#N/A,SLE-18365,#N/A,#N/A,#N/A
SLE-18679,484146,#N/A,#N/A,Blocked,Must Have,claudiofontana,none,#N/A,SLE-18364,#N/A,#N/A,#N/A
SLE-18869,484966,aginies,#N/A,Open,Must Have,claudiofontana,lyan,#N/A,SLE-18734,#N/A,#N/A,#N/A
SLE-18867,484964,#N/A,#N/A,Open,Should Have,claudiofontana,charlesa,#N/A,SLE-18740,#N/A,#N/A,#N/A
SLE-18854,484925,#N/A,#N/A,Done,Must Have,ptesarik,michals,Low,SLE-18198,#N/A,#N/A,#N/A
SLE-18852,484923,#N/A,#N/A,Blocked,Must Have,ptesarik,michals,Low,SLE-18266,#N/A,#N/A,#N/A
SLE-18850,484921,#N/A,michael-chang,Open,Must Have,BenniBrunner,michael-chang,Medium,SLE-18271,#N/A,#N/A,#N/A
SLE-18848,484918,#N/A,#N/A,Blocked,Must Have,ptesarik,michals,#N/A,SLE-18273,#N/A,#N/A,#N/A
SLE-18846,484916,#N/A,#N/A,Blocked,Must Have,ptesarik,michals,Low,SLE-18642,#N/A,#N/A,#N/A
SLE-18844,484914,#N/A,#N/A,Done,Must Have,ptesarik,michals,Low,SLE-18644,#N/A,#N/A,#N/A
SLE-18840,484910,#N/A,michals,Blocked,Must Have,ptesarik,none,Low,SLE-18134,#N/A,#N/A,#N/A
SLE-18837,484901,#N/A,cbosdonnat,Open,Must Have,claudiofontana,dfaggioli,#N/A,SLE-18735,#N/A,#N/A,#N/A
SLE-18835,484898,#N/A,aginies,Open,Must Have,claudiofontana,olh,#N/A,SLE-18325,#N/A,#N/A,#N/A
SLE-18833,484896,#N/A,#N/A,Blocked,Must Have,claudiofontana,none,#N/A,SLE-18732,#N/A,#N/A,#N/A
SLE-18829,484892,#N/A,#N/A,Open,Could Have,claudiofontana,lyan,#N/A,SLE-18737,#N/A,#N/A,#N/A
SLE-18827,484887,#N/A,#N/A,Open,Must Have,claudiofontana,lyan,#N/A,SLE-18741,#N/A,#N/A,#N/A
SLE-18824,484883,#N/A,#N/A,Planning,Should Have,suntorytimed,none,#N/A,SLE-17840,#N/A,#N/A,#N/A
SLE-18777,484577,#N/A,yfjiang,In Progress,Should Have,yfjiang,none,High,SLE-18648,#N/A,#N/A,#N/A
SLE-18677,484144,#N/A,#N/A,Blocked,Must Have,claudiofontana,none,#N/A,SLE-18363,#N/A,#N/A,#N/A
SLE-18675,484142,#N/A,#N/A,Blocked,Must Have,claudiofontana,none,#N/A,SLE-18362,#N/A,#N/A,#N/A
SLE-18673,484139,#N/A,ptesarik,Blocked,Must Have,ptesarik,ptesarik,#N/A,SLE-18361,#N/A,#N/A,#N/A
SLE-18671,484137,#N/A,#N/A,Rejected,Must Have,ptesarik,none,#N/A,SLE-18360,#N/A,#N/A,#N/A
SLE-18669,484135,#N/A,#N/A,Rejected,Must Have,ptesarik,none,#N/A,SLE-18358,#N/A,#N/A,#N/A
SLE-18665,484130,#N/A,jziviani,Open,Must Have,claudiofontana,jziviani,#N/A,SLE-18353,#N/A,#N/A,#N/A
SLE-9289,404474,#N/A,#N/A,Open,Wish to Have,#N/A,#N/A,#N/A,SLE-7254,Medium,Medium,Medium
SLE-9237,404002,#N/A,#N/A,Blocked,Could Have,claudiofontana,#N/A,#N/A,SLE-2988,Medium,Medium,Medium
SLE-17681,460451,#N/A,quwenruo_btrfs,In Progress,Must Have,goldwynr,#N/A,High,SLE-17674,#N/A,#N/A,#N/A
SLE-17589,459521,#N/A,hreinecke,Planning,Could Have,hreinecke,#N/A,#N/A,SLE-16769,#N/A,#N/A,#N/A
SLE-17171,452086,#N/A,#N/A,Planning,Wish to Have,mlschroe,#N/A,#N/A,SLE-17061,#N/A,#N/A,#N/A
SLE-16721,446451,#N/A,#N/A,Planning,Could Have,#N/A,#N/A,#N/A,SLE-16533,#N/A,#N/A,#N/A
SLE-16336,443571,#N/A,mkubecek,Planning,Could Have,hreinecke,mkubecek,Low,SLE-9010,Medium,#N/A,#N/A
SLE-16654,445864,#N/A,#N/A,In Progress,Should Have,claudiofontana,#N/A,#N/A,SLE-16152,#N/A,#N/A,#N/A
SLE-16891,447894,#N/A,#N/A,Open,Could Have,locilka,#N/A,Medium,SLE-16805,#N/A,#N/A,#N/A
SLE-16178,442968,#N/A,#N/A,In Progress,Should Have,claudiofontana,lizhang,#N/A,SLE-12903,#N/A,#N/A,#N/A
SLE-16176,442966,#N/A,#N/A,Open,Could Have,claudiofontana,j_gross,#N/A,SLE-15911,#N/A,#N/A,#N/A
SLE-16174,442964,#N/A,#N/A,Open,Could Have,claudiofontana,dfaggioli,#N/A,SLE-15937,#N/A,#N/A,#N/A
SLE-16158,442901,#N/A,#N/A,In Progress,Could Have,claudiofontana,jziviani,#N/A,SLE-15855,#N/A,#N/A,#N/A
SLE-16157,442900,#N/A,dmdiss,In Progress,Wish to Have,goldwynr,#N/A,Medium,SLE-9078,Medium,#N/A,#N/A
SLE-16437,443955,#N/A,#N/A,Planning,Should Have,#N/A,#N/A,#N/A,SLE-15834,#N/A,#N/A,#N/A
SLE-15768,441578,#N/A,#N/A,Open,Should Have,Neyleah,#N/A,Low,SLE-12441,#N/A,#N/A,#N/A
SLE-15313,440012,#N/A,duwe,Open,Must Have,ptesarik,duwe,#N/A,SLE-9293,Medium,#N/A,#N/A
SLE-15183,439627,#N/A,suntorytimed,Open,Should Have,Neyleah,#N/A,High,SLE-11180,#N/A,#N/A,#N/A
SLE-15181,439625,#N/A,#N/A,Blocked,Should Have,locilka,#N/A,Medium,SLE-11180,#N/A,#N/A,#N/A
